;Y;Cancer type;Numerosità;SE;SSE;Deviance;MSE;Variance;Root_MSE;RRSE;RSE;MAE;0;1;2;3;4;5;6;7;8;9;10;11
0;;;;;;;;;;;;;BMS-708163_AUC;nervous_system;38;-2.573246924702461;0.22034232173003288;0.04757505068389469;0.005798482150790339;0.0012519750179972287;0.0761477652383;4.631467934612712;2.15208455564;0.07156809930519517
0;;;;;;;;;;;;;BMS-708163_AUC;digestive_system;49;-3.1415090479895915;0.260892316322338;0.055211170432204054;0.005324332986170163;0.0011267585802490624;0.07296802715;4.725353841985615;2.17378790179;0.06751037530149721
0;;;;;;;;;;;;;BMS-708163_AUC;lung;96;-5.6314951787842755;0.5650414776547451;0.2193955670958333;0.005885848725570262;0.0022853704905815967;0.0767192852259;2.5754461912529507;1.60481967562;0.07019968922896473
0;;;;;;;;;;;;;BMS-708163_AUC;urogenital_system;43;-3.0395736069385655;0.25966031497751135;0.04709550331804653;0.006038611976221194;0.0010952442632103845;0.0777085064599;5.513484232750775;2.3480809681;0.07408378162737417
0;;;;;;;;;;;;;BMS-708163_AUC;soft_tissue;9;-0.6269176269925674;0.051373293706641884;0.006772941288222226;0.005708143745182432;0.0007525490320246917;0.0755522583725;7.585078848384118;2.75410218554;0.06965751411028526
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;kidney;4;2.1043390000004814;14.38276409753686;13.275703440806753;3.595691024384215;3.3189258602016882;1.89623074134;1.083389980927657;1.040860212;1.3821607499999553
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;aero_digestive_tract;11;5.10965377332748;29.83243772635786;27.470551001386;2.71203979330526;2.497322818307818;1.64682718987;1.085978862413524;1.04210309587;1.207970110885273
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;pancreas;1;1.0577694999994387;1.1188763151290626;0.0;1.1188763151290626;0.0;1.0577695;;;1.0577694999994387
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;breast;9;4.61317999999613;19.656266386209218;17.291663084836227;2.1840295984676907;1.9212958983151363;1.47784627024;1.136748171056294;1.06618392928;1.3039419999998136
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;bone;1;0.5799284999993848;0.3363170651115364;0.0;0.3363170651115364;0.0;0.579928499999;;;0.5799284999993848
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;thyroid;1;0.12050949999939897;0.014522539590105141;0.0;0.014522539590105141;0.0;0.120509499999;;;0.12050949999939897
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;skin;9;5.949067987292097;61.739720328596874;57.75959527009021;6.859968925399652;6.417732807787801;2.61915423857;1.0689084651631502;1.03388029537;2.2843853984408438
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;blood;63;56.57126500004659;232.4702443166267;181.67170425781114;3.6900038780416935;2.8836778453620817;1.92093828064;1.2796172374027335;1.13120167848;1.613708841270033
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;nervous_system;22;1.2842070590634662;66.12359861461414;65.99993535640533;3.005618118846097;2.999997061654788;1.7336718602;1.0018736875656167;1.00093640536;1.4566318591020342
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;digestive_system;13;1.7537434785821324;48.774829334462254;48.508880443038926;3.751909948804789;3.731452341772225;1.93698475699;1.0054824784450678;1.00273749229;1.5527987743503202
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;lung;42;-34.1222242206762;134.9810757834669;107.25902549792116;3.213835137701593;2.553786321379075;1.79271724979;1.258458905037162;1.12181054775;1.4739937457120467
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;urogenital_system;6;3.4315349155968837;21.464173852199742;19.449618227217332;3.577362308699957;3.2416030378695555;1.89139163282;1.103578157753415;1.050513283;1.406540502356601
0;;;;;;;;;;;;;Z-LLNle-CHO_IC_50;soft_tissue;3;-2.778546953060946;2.9576173731149673;0.3842737484459998;0.9858724577049891;0.12809124948199993;0.992911102619;7.696641743224849;2.77428220324;0.926182317686982
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;kidney;4;-0.0298130000028326;0.04965472507104532;0.04943252132874999;0.01241368126776133;0.012358130332187498;0.111416701027;1.0044950922251683;1.00224502604;0.09901550000035816
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;aero_digestive_tract;11;-0.19146750000758717;0.12024453417901261;0.11691182476454548;0.010931321289001147;0.01062834770586777;0.104552959255;1.028506179089917;1.01415293674;0.08034513636394772
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;pancreas;1;-0.021024388472917543;0.00044202491066014805;0.0;0.00044202491066014805;0.0;0.0210243884729;;;0.021024388472917543
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;breast;9;-0.37034100000241943;0.03732414396119636;0.022084982152000013;0.004147127106799596;0.0024538869057777793;0.0643981917976;1.6900237321593803;1.30000912772;0.05453100000015608
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;bone;1;-0.04774052573157028;0.0022791577971267244;0.0;0.0022791577971267244;0.0;0.0477405257316;;;0.04774052573157028
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;thyroid;1;-0.05847509574833998;0.0034193368227775282;0.0;0.0034193368227775282;0.0;0.0584750957483;;;0.05847509574833998
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;skin;9;0.2984499999918331;0.19632421537745443;0.1864272817668889;0.021813801708606046;0.020714142418543212;0.14769496169;1.0530873674537655;1.02620045189;0.11894044444474589
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;blood;63;-1.0583020000316221;0.37601679766304724;0.3582389703095554;0.005968520597826147;0.0056863328620564355;0.0772562010315;1.0496256097937362;1.02451237659;0.06623000000016432
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;nervous_system;22;-0.6866960000199958;0.13139127533072778;0.10995712094695453;0.005972330696851263;0.004998050952134297;0.0772808559531;1.1949319352778753;1.09312942293;0.0699424090912343
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;digestive_system;13;-0.4257009608353971;0.08747797375500062;0.07320726994492305;0.006729074904230817;0.0056313284573017725;0.0820309387014;1.1949356098214567;1.09313110367;0.07528878399191834
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;lung;42;-2.527522000000136;0.2717481970220094;0.11964420986761896;0.0064701951671907;0.002848671663514737;0.080437523378;2.2713025337597768;1.50708411635;0.07245271428571642
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;urogenital_system;6;-0.04401200000411476;0.09089175726357109;0.09056891457283334;0.01514862621059518;0.015094819095472223;0.123079755486;1.0035646081468508;1.00178071859;0.10203800000023812
0;;;;;;;;;;;;;Z-LLNle-CHO_AUC;soft_tissue;3;-0.23214457341521688;0.01837767435307274;0.0003897151226666663;0.006125891451024247;0.00012990504088888878;0.078268074277;47.156687755203315;6.86707272098;0.07738152447173896
0;;;;;;;;;;;;;combine_BMS;kidney;11;1.3134646549002214;13.037951886094511;12.973700326806018;1.1852683532813193;1.1794273024369106;1.08870030462;1.004952446693696;1.00247316507;0.9821694460596521
0;;;;;;;;;;;;;combine_BMS;aero_digestive_tract;33;20.411552376762593;61.60571437102472;47.983652708003135;1.8668398294249915;1.454050082060701;1.36632347174;1.2838896352038154;1.13308853811;1.1454233609157203
0;;;;;;;;;;;;;combine_BMS;pancreas;16;9.416752547605686;27.457606938983854;21.89392992799882;1.716100433686491;1.3683706204999262;1.31000016553;1.2541196134856532;1.11987482045;0.8992126018275193
0;;;;;;;;;;;;;combine_BMS;breast;35;12.33655518530287;47.245952425746836;42.89764974460361;1.3498843550213382;1.2256471355601033;1.16184523712;1.1013645900656883;1.04945918933;0.9190944305920029
0;;;;;;;;;;;;;combine_BMS;bone;5;0.3733410283171832;3.867102484511019;3.7823622753161246;0.7734204969022038;0.7564724550632249;0.879443288053;1.0224040435650263;1.01113997229;0.7057329576698113
0;;;;;;;;;;;;;combine_BMS;thyroid;9;4.9678062860424514;13.75958731617962;11.225700150541883;1.528843035131069;1.247300016726876;1.23646392391;1.2257219711605625;1.10712328634;1.0370397741390942
0;;;;;;;;;;;;;combine_BMS;skin;30;15.644335367786798;55.18719821819755;48.03200106416619;1.8395732739399184;1.601066702138873;1.35630869419;1.1489672925446661;1.071898919;0.9516355026309342
0;;;;;;;;;;;;;combine_BMS;blood;59;-50.76470522343524;81.82670252337618;38.321461578586664;1.3868932631080708;0.6495162979421468;1.17766432531;2.135270920071051;1.46125662362;1.0864198025265717
0;;;;;;;;;;;;;combine_BMS;nervous_system;38;7.84903282626195;49.78551501223721;47.736547201214854;1.3101451319009794;1.2562249263477594;1.14461571364;1.0429224133531427;1.02123572859;0.933559379839665
0;;;;;;;;;;;;;combine_BMS;digestive_system;49;11.745847677155359;63.72879645909745;56.02879435977355;1.3005876828387235;1.1434447828525214;1.14043311195;1.1374293733661383;1.06650333959;0.9248781710297466
0;;;;;;;;;;;;;combine_BMS;lung;96;47.28401659576015;227.36206090269556;205.90643025415525;2.3683548010697453;2.144858648480784;1.5389460033;1.1042008771754097;1.05080962937;1.1828756725998364
0;;;;;;;;;;;;;combine_BMS;urogenital_system;43;11.09426285841666;55.89509837389937;53.18151205083649;1.2998860086953343;1.2367793500194533;1.14012543551;1.0510249938074148;1.02519510036;0.9402132506333502
0;;;;;;;;;;;;;combine_BMS;soft_tissue;9;1.25528789667466;12.981205138614234;12.777968806213119;1.4423561265126927;1.4197743118014576;1.20098131814;1.0159052143171843;1.00792123418;0.9111591416022615
0;;;;;;;;;;;;;combine_Z-LLNl;kidney;4;1.6812915416834828;12.278791916389196;11.572106604355714;3.069697979097299;2.8930266510889284;1.75205535846;1.0610679918699926;1.03008154622;1.3268435041787052
0;;;;;;;;;;;;;combine_Z-LLNl;aero_digestive_tract;11;4.26651171931133;25.487326624567658;23.832497329020455;2.3170296931425143;2.166590666274587;1.52217925789;1.0694358326238913;1.03413530673;1.1722014435239514
0;;;;;;;;;;;;;combine_Z-LLNl;pancreas;1;1.1009456129104331;1.2120812425867293;0.0;1.2120812425867293;0.0;1.10094561291;;;1.1009456129104331
0;;;;;;;;;;;;;combine_Z-LLNl;breast;9;4.429381892261323;19.803527567454488;17.62359157328951;2.2003919519393875;1.958176841476612;1.48337181851;1.1236941962198506;1.06004443125;1.3211965761274134
0;;;;;;;;;;;;;combine_Z-LLNl;bone;1;0.5910833753423264;0.34937955660607745;0.0;0.34937955660607745;0.0;0.591083375342;;;0.5910833753423264
0;;;;;;;;;;;;;combine_Z-LLNl;thyroid;1;0.07491316488873423;0.005611982273646683;0.0;0.005611982273646683;0.0;0.0749131648887;;;0.07491316488873423
0;;;;;;;;;;;;;combine_Z-LLNl;skin;9;4.035969926085794;52.79407955249536;50.794586068615814;5.866008839166152;5.643842896512869;2.42198448368;1.0393643031400734;1.01949217905;2.1559587477893185
0;;;;;;;;;;;;;combine_Z-LLNl;blood;63;52.50749543201175;217.64764358491652;173.88515030646226;3.454724501347881;2.7600817508962265;1.85868892;1.2516747013837897;1.11878268729;1.5790796374572418
0;;;;;;;;;;;;;combine_Z-LLNl;nervous_system;22;0.49005066549092224;66.08382028338376;66.0729043899865;3.00381001288108;3.0033138359084774;1.73315031457;1.0001652098314435;1.0000826015;1.4546944238232336
0;;;;;;;;;;;;;combine_Z-LLNl;digestive_system;13;1.3861401896218923;47.79489585521878;47.33246122990369;3.6765304504014447;3.6409585561464377;1.9174280822;1.0097699256133956;1.00487308931;1.5427292920715192
0;;;;;;;;;;;;;combine_Z-LLNl;lung;42;-34.45305919076518;137.19968318565157;108.93746365914708;3.2666591234678943;2.5937491347415973;1.80739014147;1.2594352629223473;1.12224563395;1.4789123272042133
0;;;;;;;;;;;;;combine_Z-LLNl;urogenital_system;6;2.676649626917105;17.635521954354726;16.44144641680837;2.939253659059121;2.7402410694680612;1.7144251687;1.0726259422240148;1.03567656255;1.3421787349773002
0;;;;;;;;;;;;;combine_Z-LLNl;soft_tissue;3;-2.778563036584746;2.992535599794423;0.41954539790773604;0.9975118665981411;0.13984846596924536;0.998755158484;7.132805209443685;2.6707312125;0.926187678861582
